Polk;1.233.914
Pope;493.154
Ramsey;38.182.069
Red Lake;159.119
Redwood;931.123
Renville;775.430
Rice;2.355.643
Rock;814.687
Roseau;1.173.578
St. Louis;9.737.256
Scott;5.364.590
Sherburne;3.043.691
Sibley;427.760
Stearns;7.892.112
Steele;2.055.855
Stevens;612.914
Swift;542.365
Todd;737.772
Traverse;299.236
Wabasha;693.799
Wadena;488.842
Waseca;876.672
Washington;9.566.054
Watonwan;417.971
Wilkin;312.812
Winona;2.229.285
Wright;3.976.754
Yellow Medicine;588.145
Adams;892.376
Alcorn;1.091.551
Amite;212.385
Attala;482.326
Benton;310.436
Bolivar;1.003.382
Calhoun;243.275
Carroll;110.373
Chickasaw;479.612
Choctaw;625.486
Claiborne;524.103
Clarke;273.387
Clay;519.615
Coahoma;678.643
Copiah;632.320
Covington;539.206
DeSoto;4.825.269
Forrest;3.265.920
Franklin;162.783
George;376.626
Greene;144.296
Grenada;963.540
Hancock;1.434.572
Harrison;7.687.632
Hinds;11.101.769
Holmes;266.962
Humphreys;167.270
Issaquena;16.630
Itawamba;512.353
Jackson;7.146.540
Jasper;528.855
Jefferson;123.512
Jefferson Davis;183.180
Jones;2.534.914
Kemper;442.076
Lafayette;1.858.879
Lamar;1.472.058
Lauderdale;2.777.915
Lawrence;326.376
Leake;515.305
Lee;4.312.518
Leflore;1.067.132
Lincoln;996.359
Lowndes;2.596.292
Madison;5.437.465
Marion;685.649
Marshall;542.982
Monroe;872.979
Montgomery;193.793
Neshoba;943.300
Newton;468.453
Noxubee;214.876
Oktibbeha;1.551.743
Panola;1.033.000
Pearl River;864.745
Perry;264.245
Pike;1.075.898
Pontotoc;845.032
Prentiss;541.842
Quitman;101.643
Rankin;5.933.489
Scott;992.078
Sharkey;85.428
Simpson;536.846
Smith;420.642
Stone;295.118
Sunflower;666.015
Tallahatchie;268.657
Tate;444.398
Tippah;485.940
Tishomingo;419.580
Tunica;601.470
Union;1.259.252
Walthall;225.543
Warren;1.954.010
Washington;1.452.394
Wayne;660.154
Webster;154.351
Wilkinson;135.096
Winston;467.937
Yalobusha;220.552
Yazoo;652.240
Adair;728.378
Andrew;277.041
Atchison;293.940
Audrain;1.024.154
Barry;1.458.380
Barton;363.939
Bates;379.860
Benton;353.095
Bollinger;160.972
Boone;8.054.261
Buchanan;4.455.478
Butler;1.426.333
Caldwell;163.793
Callaway;1.720.010
Camden;1.254.947
Cape Girardeau;3.643.247
Carroll;369.988
Carter;106.786
Cass;2.176.307
Cedar;247.780
Chariton;300.928
Christian;1.413.699
Clark;157.577
Clay;9.957.429
Clinton;355.581
Cole;4.536.619
Cooper;422.842
Crawford;576.637
Dade;186.712
Dallas;245.940
Daviess;172.184
DeKalb;289.682
Dent;318.517
Douglas;214.074
Dunklin;690.512
Franklin;4.088.363
Gasconade;427.958
Gentry;195.300
Greene;14.268.347
Grundy;374.702
Harrison;222.789
Henry;668.264
Hickory;115.480
Holt;244.027
Howard;215.501
Howell;1.106.100
Iron;400.453
Jackson;40.442.374
Jasper;5.018.456
Jefferson;4.369.661
Johnson;1.617.496
Knox;119.805
Laclede;1.035.508
Lafayette;781.231
Lawrence;826.511
Lewis;209.349
Lincoln;1.060.814
Linn;379.731
Livingston;540.915
McDonald;668.977
Macon;568.690
Madison;242.590
Maries;172.902
Marion;1.030.784
Mercer;89.603
Miller;619.611
Mississippi;395.918
Moniteau;361.554
Monroe;219.323
Montgomery;311.750
Morgan;440.304
New Madrid;1.016.449
Newton;1.874.888
Nodaway;707.068
Oregon;212.672
Osage;407.816
Ozark;128.568
Pemiscot;556.023
Perry;1.032.330
Pettis;1.630.316
Phelps;1.449.789
Pike;518.142
Platte;5.704.109
Polk;692.580
Pulaski;2.012.355
Putnam;125.043
Ralls;377.487
Randolph;1.130.989
Ray;465.200
Reynolds;217.688
Ripley;210.309
St. Charles;14.985.235
St. Clair;135.327
Ste. Genevieve;542.754
St. Francois;1.758.889
St. Louis;69.259.764
Saline;937.301
Schuyler;67.142
Scotland;140.979
Scott;1.477.397
Shannon;154.291
Shelby;154.944
Stoddard;1.040.685
Stone;582.693
Sullivan;254.257
Taney;2.090.926
Texas;507.344
Vernon;834.113
Warren;673.156
Washington;336.772
Wayne;215.618
Webster;572.958
Worth;50.956
Wright;322.870
St. Louis City;26.201.569
Beaverhead;440.341
Big Horn;918.257
Blaine;176.981
Broadwater;170.440
Carbon;340.301
Carter;118.831
Cascade;3.397.112
Chouteau;150.460
Custer;460.251
Daniels;92.310
Dawson;442.744
Deer Lodge;246.322
Fallon;234.635
Fergus;430.976
Flathead;3.582.705
Gallatin;4.760.598
Garfield;44.954
Glacier;424.239
Golden Valley;28.197
Granite;83.305
Hill;656.073
Jefferson;264.984
Judith Basin;144.383
Lake;690.774
Lewis and Clark;3.009.782
Liberty;141.700
Lincoln;476.285
McCone;105.636
Madison;388.574
Meagher;65.430
Mineral;83.514
Missoula;4.644.828
Musselshell;304.106
Park;465.489
Petroleum;30.323
Phillips;130.145
Pondera;211.331
Powder River;134.249
Powell;209.561
Prairie;65.806
Ravalli;917.825
Richland;1.061.320
Roosevelt;439.497
Rosebud;905.776
Sanders;302.684
Sheridan;195.381
Silver Bow;1.363.205
Stillwater;558.981
Sweet Grass;207.151
Teton;245.133
Toole;327.668
Treasure;147.331
Valley;311.574
Wheatland;111.505
Wibaux;45.923
Yellowstone;8.559.013
Adams;1.785.558
Antelope;531.950
Arthur;27.039
Banner;106.930
Blaine;65.012
Boone;452.422
Box Butte;580.836
Boyd;113.978
Brown;352.270
Buffalo;2.471.127
Burt;295.801
Butler;255.332
Cass;636.084
Cedar;408.145
Chase;390.803
Cherry;468.105
Cheyenne;736.872
Clay;342.984
Colfax;644.905
Cuming;1.257.559
Custer;971.356
Dakota;1.180.585
Dawes;307.071
Dawson;1.518.218
Deuel;87.608
Dixon;184.265
Dodge;1.732.186
Douglas;39.762.567
Dundy;205.387
Fillmore;321.629
Franklin;78.253
Frontier;125.703
Furnas;242.319
Gage;841.385
Garden;86.597
Garfield;128.139
Gosper;96.353
Grant;51.476
Greeley;102.644
Hall;3.105.457
Hamilton;589.167
Harlan;228.713
Hayes;101.018
Hitchcock;122.782
Holt;640.085
Hooker;58.607
Howard;255.488
Jefferson;435.356
Johnson;160.434
Kearney;435.768
Keith;405.833
Keya Paha;60.997
Kimball;147.274
Knox;392.774
Lancaster;15.726.708
Lincoln;2.548.608
Logan;50.072
Loup;68.496
McPherson;45.055
Madison;2.086.648
Merrick;488.624
Morrill;665.751
Nance;112.251
Nemaha;737.281
Nuckolls;271.512
Otoe;1.302.350
Pawnee;88.116
Perkins;244.967
Phelps;1.054.366
Pierce;333.734
Platte;2.324.666
Polk;294.377
Red Willow;535.857
Richardson;294.874
Rock;133.461
Saline;754.521
Sarpy;6.603.849
Saunders;654.575
Scotts Bluff;1.699.460
Seward;697.798
Sheridan;277.263
Sherman;117.598
Sioux;150.300
Stanton;291.426
Thayer;368.738
Thomas;58.216
Thurston;380.187
Valley;290.687
Washington;1.280.250
Wayne;338.224
Webster;330.489
Wheeler;227.272
York;741.287
Churchill;930.658
Clark;98.494.965
Douglas;2.226.487
Elko;2.419.786
Esmeralda;62.480
Eureka;1.439.433
Humboldt;1.217.506
Lander;793.287
Lincoln;185.407
Lyon;1.237.134
Mineral;173.454
Nye;1.467.414
Pershing;285.868
Storey;811.888
Washoe;23.164.021
White Pine;630.835
Carson City;2.949.274
Belknap;2.509.230
Carroll;1.955.909
Cheshire;3.388.678
Coos;1.151.378
Grafton;5.900.320
Hillsborough;24.296.142
Merrimack;8.680.384
Rockingham;18.453.288
Strafford;5.213.582
Sullivan;1.479.740
Atlantic;12.598.505
Bergen;68.097.982
Burlington;24.830.300
Camden;22.713.888
Cape May;4.855.459
Cumberland;6.064.940
Essex;50.659.296
Gloucester;12.942.445
Hudson;42.259.575
Hunterdon;6.551.292
Mercer;29.707.159
Middlesex;56.531.986
Monmouth;30.955.878
Morris;47.985.687
Ocean;18.414.986
Passaic;21.331.339
Salem;4.767.667
Somerset;35.334.095
Sussex;4.457.173
Union;35.419.683
Warren;3.976.837
Bernalillo;33.433.718
Catron;81.153
Chaves;2.077.081
Cibola;647.295
Colfax;494.407
Curry;2.825.457
De Baca;95.365
Doña Ana;6.658.640
Eddy;7.305.754
Grant;1.175.432
Guadalupe;145.919
Harding;148.892
Hidalgo;190.844
Lea;6.054.181
Lincoln;572.924
Los Alamos;2.069.892
Luna;792.120
McKinley;2.390.004
Mora;128.599
Otero;2.488.847
Quay;270.984
Rio Arriba;1.473.432
Roosevelt;659.944
Sandoval;2.998.168
San Juan;6.383.882
San Miguel;626.489
Santa Fe;5.808.812
Sierra;287.868
Socorro;488.293
Taos;898.088
Torrance;364.838
Union;307.996
Valencia;1.216.298
Albany;28.193.318
Allegany;1.330.040
Bronx;39.754.631
Broome;8.329.710
Cattaraugus;2.745.367
Cayuga;2.586.303
Chautauqua;4.572.457
Chemung;3.551.607
Chenango;2.125.499
Clinton;3.444.155
Columbia;2.213.572
Cortland;1.738.168
Delaware;1.768.377
Dutchess;12.070.553
Erie;51.058.804
Essex;1.427.803
Franklin;1.708.385
Fulton;1.736.710
Genesee;2.274.913
Greene;2.050.009
Hamilton;180.038
Herkimer;1.647.019
Jefferson;5.909.765
Kings;84.364.928
Lewis;941.113
Livingston;1.914.088
Madison;2.058.802
Monroe;41.555.363
Montgomery;1.760.899
Nassau;82.166.128
New York;594.109.655
Niagara;8.700.532
Oneida;9.820.254
Onondaga;27.547.678
Ontario;5.234.726
Orange;15.204.290
Orleans;1.225.362
Oswego;5.953.311
Otsego;2.266.812
Putnam;3.035.486
Queens;87.874.398
Rensselaer;6.683.514
Richmond;13.274.832
Rockland;15.865.035
St. Lawrence;4.266.272
Saratoga;9.522.304
Schenectady;7.717.139
Schoharie;911.167
Schuyler;485.655
Seneca;1.291.230
Steuben;4.019.059
Suffolk;79.971.720
Sullivan;2.541.549
Tioga;1.772.784
Tompkins;5.408.494
Ulster;6.144.070
Warren;3.725.599
Washington;1.618.475
Wayne;3.535.589
Westchester;68.102.993
Wyoming;1.535.523
Yates;808.285
Alamance;5.337.591
Alexander;767.320
Alleghany;298.826
Anson;811.804
Ashe;652.520
Avery;537.894
Beaufort;2.119.967
Bertie;636.622
Bladen;1.386.626
Brunswick;3.747.469
Buncombe;11.258.857
Burke;2.505.256
Cabarrus;6.342.645
Caldwell;2.207.677
Camden;135.533
Carteret;2.114.927
Caswell;324.834
Catawba;7.987.144
Chatham;1.406.361
Cherokee;627.823
Chowan;512.220
Clay;192.827
Cleveland;3.412.549
Columbus;1.384.243
Craven;4.487.853
Cumberland;15.875.143
Currituck;545.364
Dare;1.928.906
Davidson;4.172.736
Davie;1.116.779
Duplin;2.057.379
Durham;29.929.950
Edgecombe;1.526.806
Forsyth;22.278.100
Franklin;1.586.339
Gaston;6.499.517
Gates;144.696
Graham;180.731
Granville;2.586.744
Greene;456.527
Guilford;30.993.155
Halifax;1.348.502
Harnett;2.148.931
Haywood;1.557.388
Henderson;3.474.273
Hertford;721.408
Hoke;858.400
Hyde;151.284
Iredell;7.331.197
Jackson;1.256.135
Johnston;5.384.913
Jones;183.919
Lee;2.483.688
Lenoir;2.765.947
Lincoln;2.255.144
McDowell;1.532.498
Macon;1.196.896
Madison;357.390
Martin;637.299
Mecklenburg;91.539.788
Mitchell;433.303
Montgomery;818.890
Moore;3.010.816
Nash;7.133.785
New Hanover;11.099.329
Northampton;484.229
Onslow;8.127.873
Orange;7.374.891
Pamlico;243.138
Pasquotank;1.333.990
Pender;1.130.431
Perquimans;181.834
Person;1.454.745
Pitt;8.577.751
Polk;456.491
Randolph;3.776.875
Richmond;1.839.664
Robeson;3.286.330
Rockingham;2.892.518
Rowan;4.612.597
Rutherford;1.577.961
Sampson;1.971.109
Scotland;1.168.548
Stanly;1.630.780
Stokes;1.116.332
Surry;2.192.465
Swain;522.237
Transylvania;927.866
Tyrrell;113.141
Union;5.959.661
Vance;1.225.841
Wake;66.384.516
Warren;273.149
Washington;260.034
Watauga;1.842.284
Wayne;4.449.782
Wilkes;2.255.763
Wilson;3.893.224
Yadkin;874.111
Yancey;349.815
Adams;129.510
Barnes;534.592
Benson;206.821
Billings;130.011
Bottineau;358.221
Bowman;282.868
Burke;231.526
Burleigh;5.199.378
Cass;11.144.919
Cavalier;620.158
Dickey;350.211
Divide;243.123
Dunn;838.930
Eddy;122.052
Emmons;235.781
Foster;253.205
Golden Valley;90.584
Grand Forks;3.712.582
Grant;160.334
Griggs;235.106
Hettinger;115.391
Kidder;112.256
LaMoure;200.561
Logan;167.876
McHenry;228.755
McIntosh;145.366
McKenzie;2.439.709
McLean;744.314
Mercer;1.175.057
Morton;1.383.630
Mountrail;1.550.496
Nelson;157.261
Oliver;253.121
Pembina;544.501
Pierce;190.686
Ramsey;640.010
Ransom;261.229
Renville;210.559
Richland;873.516
Rolette;385.378
Sargent;531.551
Sheridan;42.640
Sioux;153.835
Slope;33.738
Stark;2.334.183
Steele;150.023
Stutsman;1.196.318
Towner;125.473
Traill;400.060
Walsh;563.521
Ward;3.698.957
Wells;288.124
Williams;4.398.991
Adams;1.539.615
Allen;7.666.519
Ashland;1.528.868
Ashtabula;2.752.533
Athens;1.887.451
Auglaize;2.043.788
Belmont;5.140.223
Brown;778.811
Butler;18.362.683
Carroll;2.996.650
Champaign;1.012.298
Clark;4.191.096
Clermont;7.180.676
Clinton;1.923.589
Columbiana;2.980.532
Coshocton;1.450.473
Crawford;1.284.057
Cuyahoga;83.020.201
Darke;1.863.076
Defiance;1.737.411
Delaware;9.368.410
Erie;4.915.650
Fairfield;3.663.185
Fayette;2.443.851
Franklin;84.571.803
Fulton;1.920.911
Gallia;2.070.484
Geauga;3.634.004
Greene;8.294.159
Guernsey;2.419.688
Hamilton;66.352.651
Hancock;5.310.791
Hardin;862.964
Harrison;2.737.156
Henry;1.197.418
Highland;1.003.681
Hocking;560.295
Holmes;2.017.531
Huron;1.990.203
Jackson;928.117
Jefferson;3.323.251
Knox;1.915.274
Lake;9.894.855
Lawrence;1.726.071
Licking;5.326.346
Logan;1.848.091
Lorain;9.264.642
Lucas;23.199.762
Madison;1.615.660
Mahoning;8.446.847
Marion;2.570.523
Medina;6.417.786
Meigs;333.985
Mercer;2.219.884
Miami;3.797.442
Monroe;2.330.584
Montgomery;25.191.059
Morgan;270.302
Morrow;632.104
Muskingum;3.474.892
Noble;1.417.899
Ottawa;1.790.048
Paulding;447.426
Perry;656.726
Pickaway;1.451.389
Pike;933.468
Portage;5.377.510
Preble;975.949
Putnam;1.113.158
Richland;4.241.523
Ross;2.391.392
Sandusky;2.717.780
Scioto;2.687.713
Seneca;1.804.077
Shelby;2.850.074
Stark;15.288.189
Summit;26.590.573
Trumbull;7.011.688
Tuscarawas;3.391.368
Union;3.479.759
Van Wert;1.179.716
Vinton;237.375
Warren;9.479.663
Washington;3.408.448
Wayne;5.091.384
Williams;1.577.422
Wood;6.140.420
Wyandot;851.204
Adair;429.517
Alfalfa;279.603
Atoka;298.262
Beaver;326.040
Beckham;1.069.804
Blaine;325.252
Bryan;1.307.845
Caddo;758.173
Canadian;3.260.423
Carter;2.630.877
Cherokee;1.077.388
Choctaw;414.286
Cimarron;288.299
Cleveland;7.055.559
Coal;123.935
Comanche;4.639.957
Cotton;142.590
Craig;431.441
Creek;1.698.902
Custer;1.406.542
Delaware;826.600
Dewey;278.476
Ellis;237.113
Garfield;4.364.767
Garvin;1.263.767
Grady;1.176.055
Grant;318.522
Greer;113.833
Harmon;102.294
Harper;270.857
Haskell;380.725
Hughes;506.820
Jackson;945.826
Jefferson;151.598
Johnston;341.867
Kay;1.580.562
Kingfisher;888.784
Kiowa;268.211
Latimer;427.949
Le Flore;1.291.472
Lincoln;651.550
Logan;603.123
Love;395.730
McClain;911.200
McCurtain;987.390
McIntosh;312.949
Major;325.689
Marshall;352.237
Mayes;1.542.224
Murray;471.357
Muskogee;2.942.472
Noble;561.239
Nowata;176.203
Okfuskee;191.876
Oklahoma;62.315.216
Okmulgee;785.648
Osage;1.206.257
Ottawa;924.149
Pawnee;342.692
Payne;2.900.421
Pittsburg;1.605.383
Pontotoc;1.630.596
Pottawatomie;1.937.989
Pushmataha;211.192
Roger Mills;158.197
Rogers;2.658.238
Seminole;640.459
Sequoyah;652.493
Stephens;1.473.936
Texas;2.036.828
Tillman;166.576
Tulsa;41.932.981
Wagoner;1.047.344
Washington;7.660.451
Washita;215.316
Woods;901.106
Woodward;1.140.263
Baker;583.962
Benton;4.005.422
Clackamas;17.262.470
Clatsop;1.648.308
Columbia;1.172.725
Coos;2.062.668
Crook;691.896
Curry;577.237
Deschutes;7.414.436
Douglas;3.241.815
Gilliam;250.107
Grant;239.962
Harney;266.555
Hood River;1.060.188
Jackson;7.766.832
Jefferson;604.164
Josephine;2.353.071
Klamath;2.211.479
Lake;320.000
Lane;14.248.610
Lincoln;1.641.340
Linn;4.237.331
Malheur;1.299.826
Marion;13.546.944
Morrow;1.386.997
Multnomah;56.498.320
Polk;1.650.185
Sherman;603.867
Tillamook;957.141
Umatilla;3.104.449
Union;884.191
Wallowa;310.817
Wasco;1.282.619
Washington;42.480.277
Wheeler;31.814
Yamhill;3.173.716
Adams;3.426.247
Allegheny;85.781.846
Armstrong;2.220.494
Beaver;6.242.485
Bedford;1.390.047
Berks;18.280.605
Blair;5.337.374
Bradford;4.843.265
Bucks;30.076.987
Butler;9.609.822
Cambria;4.468.711
Cameron;262.037
Carbon;2.154.777
Centre;7.725.985
Chester;37.788.814
Clarion;1.169.034
Clearfield;2.504.584
Clinton;1.569.725
Columbia;2.287.471
Crawford;2.834.178
Cumberland;13.557.418
Dauphin;20.270.333
Delaware;29.712.835
Elk;1.460.347
Erie;10.903.803
Fayette;4.200.321
Forest;239.883
Franklin;5.301.725
Fulton;530.805
Greene;4.368.667
Huntingdon;1.251.071
Indiana;3.915.679
Jefferson;1.495.083
Juniata;676.764
Lackawanna;8.791.081
Lancaster;25.173.857
Lawrence;2.878.766
Lebanon;5.284.390
Lehigh;20.493.815
Luzerne;14.206.551
Lycoming;6.405.208
McKean;2.052.842
Mercer;4.107.217
Mifflin;1.577.070
Monroe;6.279.754
Montgomery;68.619.082
Montour;1.791.602
Northampton;13.433.775
Northumberland;2.744.868
Perry;822.617
Philadelphia;107.494.440
Pike;1.176.081
Potter;875.235
Schuylkill;4.672.886
Snyder;1.285.207
Somerset;2.349.867
Sullivan;553.055
Susquehanna;5.129.842
Tioga;1.914.418
Union;1.745.522
Venango;1.789.260
Warren;1.729.284
Washington;13.225.257
Wayne;1.489.550
Westmoreland;13.212.306
Wyoming;2.277.581
York;18.397.467
Bristol;1.590.895
Kent;8.252.992
Newport;5.105.097
Providence;32.239.142
Washington;5.840.189
Abbeville;564.812
Aiken;5.958.661
Allendale;265.525
Anderson;5.952.430
Bamberg;341.201
Barnwell;472.148
Beaufort;6.449.604
Berkeley;6.632.391
Calhoun;509.147
Charleston;26.072.110
Cherokee;1.642.203
Chester;989.360
Chesterfield;1.394.821
Clarendon;551.574
Colleton;862.012
Darlington;2.398.418
Dillon;694.499
Dorchester;2.992.920
Edgefield;544.452
Fairfield;1.434.061
Florence;6.434.372
Georgetown;2.148.807
Greenville;26.928.425
Greenwood;2.628.032
Hampton;426.820
Horry;10.472.261
Jasper;903.941
Kershaw;1.661.606
Lancaster;2.962.212
Laurens;2.390.808
Lee;304.362
Lexington;10.801.149
McCormick;181.368
Marion;515.816
Marlboro;701.252
Newberry;1.244.937
Oconee;3.592.214
Orangeburg;2.606.201
Pickens;3.411.266
Richland;21.965.802
Saluda;391.029
Spartanburg;12.834.928
Sumter;3.595.373
Union;653.820
Williamsburg;698.693
York;9.349.568
Aurora;72.990
Beadle;906.927
Bennett;97.143
Bon Homme;185.270
Brookings;2.132.812
Brown;2.149.967
Brule;235.458
Buffalo;79.124
Butte;292.660
Campbell;88.914
Charles Mix;359.644
Clark;205.066
Clay;499.991
Codington;1.345.336
Corson;109.413
Custer;212.574
Davison;1.067.462
Day;358.124
Deuel;284.639
Dewey;266.628
Douglas;186.724
Edmunds;194.256
Fall River;278.200
Faulk;156.899
Grant;624.225
Gregory;134.679
Haakon;98.103
Hamlin;265.720
Hand;150.497
Hanson;109.246
Harding;103.883
Hughes;1.055.763
Hutchinson;307.454
Hyde;104.587
Jackson;58.320
Jerauld;166.537
Jones;46.879
Kingsbury;317.567
Lake;532.464
Lawrence;952.074
Lincoln;2.113.196
Lyman;172.488
McCook;181.508
McPherson;105.422
Marshall;338.852
Meade;667.728
Mellette;34.192
Miner;75.278
Minnehaha;14.886.681
Moody;357.639
Oglala Lakota;307.460
Pennington;4.736.532
Perkins;123.255
Potter;158.639
Roberts;404.925
Sanborn;126.866
Spink;563.079
Stanley;134.478
Sully;120.860
Todd;195.336
Tripp;264.895
Turner;354.839
Union;1.085.077
Walworth;240.690
Yankton;1.030.865
Ziebach;118.131
Anderson;4.249.477
Bedford;1.523.008
Benton;324.301
Bledsoe;188.382
Blount;4.682.156
Bradley;4.024.517
Campbell;810.462
Cannon;219.580
Carroll;643.334
Carter;953.610
Cheatham;994.771
Chester;327.182
Claiborne;710.998
Clay;172.692
Cocke;691.094
Coffee;2.343.573
Crockett;504.795
Cumberland;1.440.798
Davidson;58.938.281
Decatur;299.004
DeKalb;652.502
Dickson;1.608.996
Dyer;1.484.077
Fayette;1.027.533
Fentress;385.226
Franklin;1.006.466
Gibson;1.278.170
Giles;963.364
Grainger;341.536
Greene;2.111.109
Grundy;209.255
Hamblen;2.800.508
Hamilton;21.616.288
Hancock;76.086
Hardeman;545.573
Hardin;814.129
Hawkins;1.621.170
Haywood;757.166
Henderson;658.391
Henry;1.097.475
Hickman;358.473
Houston;125.378
Humphreys;793.076
Jackson;176.764
Jefferson;1.242.522
Johnson;354.977
Knox;23.255.066
Lake;134.359
Lauderdale;597.535
Lawrence;937.176
Lewis;237.495
Lincoln;1.519.229
Loudon;1.546.412
McMinn;1.850.165
McNairy;561.357
Macon;505.883
Madison;5.215.024
Marion;701.685
Marshall;894.829
Maury;3.532.151
Meigs;217.640
Monroe;1.188.140
Montgomery;4.433.568
Moore;193.254
Morgan;252.136
Obion;1.045.357
Overton;434.880
Perry;164.524
Pickett;133.461
Polk;262.504
Putnam;2.921.976
Rhea;1.608.669
Roane;2.244.293
Robertson;2.388.704
Rutherford;13.126.499
Scott;510.200
Sequatchie;256.007
Sevier;3.437.204
Shelby;56.119.672
Smith;568.817
Stewart;952.363
Sullivan;6.746.268
Sumner;5.628.337
Tipton;1.036.882
Trousdale;150.467
Unicoi;458.853
Union;261.506
Van Buren;92.430
Warren;1.385.241
Washington;5.064.167
Wayne;275.583
Weakley;1.038.075
White;638.547
Williamson;19.067.496
Wilson;4.199.480
Anderson;1.721.880
Andrews;4.719.289
Angelina;2.901.639
Aransas;630.507
Archer;342.958
Armstrong;48.232
Atascosa;3.801.540
Austin;1.156.155
Bailey;386.473
Bandera;322.787
Bastrop;1.791.918
Baylor;155.480
Bee;827.122
Bell;14.322.696
Bexar;90.039.186
Blanco;296.426
Borden;460.660
Bosque;528.581
Bowie;3.375.284
Brazoria;14.189.548
Brazos;9.030.378
Brewster;340.513
Briscoe;88.820
Brooks;349.130
Brown;1.292.176
Burleson;1.050.063
Burnet;1.293.212
Caldwell;808.241
Calhoun;2.423.067
Callahan;246.055
Cameron;9.712.856
Camp;368.146
Carson;902.195
Cass;684.435
Castro;741.652
Chambers;3.081.413
Cherokee;1.397.008
Childress;205.435
Clay;243.662
Cochran;365.620
Coke;143.334
Coleman;216.919
Collin;54.334.515
Collingsworth;81.736
Colorado;814.513
Comal;4.802.661
Comanche;355.403
Concho;113.857
Cooke;3.053.482
Coryell;1.448.950
Cottle;68.968
Crane;1.314.409
Crockett;1.693.416
Crosby;292.331
Culberson;1.133.249
Dallam;876.929
Dallas;225.165.487
Dawson;742.217
Deaf Smith;1.995.130
Delta;136.013
Denton;26.963.370
DeWitt;8.249.103
Dickens;140.380
Dimmit;5.151.900
Donley;124.084
Duval;421.991
Eastland;623.757
Ector;10.231.223
Edwards;100.298
Ellis;4.996.561
El Paso;27.243.010
Erath;1.266.943
Falls;374.266
Fannin;676.608
Fayette;1.591.941
Fisher;214.756
Floyd;231.186
Foard;32.296
Fort Bend;22.516.359
Franklin;416.509
Freestone;1.799.946
Frio;1.301.870
Gaines;3.128.446
Galveston;14.187.779
Garza;400.531
Gillespie;842.748
Glasscock;3.547.395
Goliad;312.233
Gonzales;4.901.192
Gray;1.043.923
Grayson;4.454.424
Gregg;6.944.429
Grimes;1.091.675
Guadalupe;5.324.974
Hale;1.207.499
Hall;75.172
Hamilton;211.193
Hansford;893.614
Hardeman;177.771
Hardin;1.291.769
Harris;366.229.550
Harrison;4.232.945
Hartley;1.131.946
Haskell;200.031
Hays;5.664.189
Hemphill;1.249.592
Henderson;1.543.327
Hidalgo;18.796.868
Hill;877.529
Hockley;2.151.778
Hood;1.814.596
Hopkins;1.318.796
Houston;911.353
Howard;3.795.172
Hudspeth;174.861
Hunt;3.561.962
Hutchinson;10.127.514
Irion;1.917.455
Jack;645.665
Jackson;617.979
Jasper;976.678
Jeff Davis;73.260
Jefferson;20.111.650
Jim Hogg;214.373
Jim Wells;1.365.245
Johnson;5.652.498
Jones;436.042
Karnes;10.598.008
Kaufman;2.830.872
Kendall;1.657.946
Kenedy;256.678
Kent;441.252
Kerr;1.611.764
Kimble;153.843
King;239.628
Kinney;113.823
Kleberg;1.110.513
Knox;154.140
Lamar;2.268.557
Lamb;812.814
Lampasas;406.005
La Salle;6.957.974
Lavaca;1.462.815
Lee;907.336
Leon;1.125.015
Liberty;1.749.002
Limestone;1.388.777
Lipscomb;799.678
Live Oak;2.192.995
Llano;641.145
Loving;4.164.495
Lubbock;11.986.949
Lynn;203.855
McCulloch;312.566
McLennan;10.749.383
McMullen;4.398.964
Madison;911.051
Marion;227.666
Martin;5.638.755
Mason;111.691
Matagorda;2.077.158
Maverick;1.428.314
Medina;831.788
Menard;55.084
Midland;18.200.363
Milam;934.331
Mills;137.424
Mitchell;531.847
Montague;1.098.779
Montgomery;20.735.800
Moore;1.940.150
Morris;829.719
Motley;29.633
Nacogdoches;2.545.095
Navarro;1.493.440
Newton;392.899
Nolan;971.499
Nueces;17.734.655
Ochiltree;1.582.070
Oldham;396.934
Orange;3.412.081
Palo Pinto;990.108
Panola;2.790.406
Parker;3.693.273
Parmer;1.203.297
Pecos;2.339.163
Polk;1.190.346
Potter;7.463.247
Presidio;244.423
Rains;165.198
Randall;3.446.296
Reagan;4.380.534
Real;62.311
Red River;274.688
Reeves;5.444.587
Refugio;506.016
Roberts;1.327.647
Robertson;2.817.811
Rockwall;2.608.590
Runnels;308.507
Rusk;2.724.827
Sabine;221.445
San Augustine;773.852
San Jacinto;292.149
San Patricio;2.283.569
San Saba;156.394
Schleicher;237.208
Scurry;2.408.666
Shackelford;264.821
Shelby;1.459.353
Sherman;563.684
Smith;9.981.950
Somervell;1.272.313
Starr;1.426.752
Stephens;546.240
Sterling;339.913
Stonewall;317.069
Sutton;419.292
Swisher;643.772
Tarrant;98.904.785
Taylor;5.541.671
Terrell;217.571
Terry;742.819
Throckmorton;168.424
Titus;1.982.075
Tom Green;4.830.233
Travis;98.327.126
Trinity;221.459
Tyler;454.883
Upshur;805.815
Upton;5.723.170
Uvalde;1.125.048
Val Verde;1.577.921
Van Zandt;1.031.268
Victoria;3.996.210
Walker;1.948.024
Waller;1.923.541
Ward;2.986.237
Washington;1.491.914
Webb;12.412.815
Wharton;1.580.157
Wheeler;1.341.627
Wichita;5.205.682
Wilbarger;701.540
Willacy;445.710
Williamson;17.704.369
Wilson;902.787
Winkler;942.307
